product_id,product_name,category,price
170,Ragnarok Industries Onslaught,keyboard,8500.0
171,Ragnarok Industries S60,controller,2700.0
172,Apex Legion Aegis,headset,4750.0
173,VividView 27-inch,monitor,5000.0
174,Havoc Labs Leviathan,mouse,7000.0
175,Lumina Canvas 77E9501,notebook,35000.0
176,Valhalla Gear U80,controller,3000.0
177,Havoc Labs Gaming 220,desk,4500.0
178,Havoc Labs TKL,keyboard,7000.0
179,Apex Legion Gamming,mouse,3000.0
180,Ragnarok Industries Wraith,keyboard,3500.0
181,Tempestuous Tech Embrace 170,desk,5500.0
182,Mnemonic Gear Collection 200,desk,9500.0
183,VisuGen VX 27-inch,monitor,8000.0
184,Hyperweave Tech Bifrost,keyboard,3500.0
185,Phantom Strike Premium 100,desk,8000.0
186,Phantom Strike M60 140,desk,2500.0
187,Renegade Collective G3,headset,3500.0
188,BizLine 75A2772,notebook,60000.0
189,NovaFlight 94C9359,notebook,100000.0
190,Mnemonic Gear Pro,mouse,4000.0
191,Havoc Labs Pro,headset,2500.0
192,VoltBook 9W3556,notebook,60000.0
193,Lumina Canvas 22E6516,notebook,135000.0
194,Apex Legion Collection,chair,2500.0
195,Cybernetic Forge Audio,headset,4000.0
196,Tempestuous Tech Wireless,headset,750.0
197,Havoc Labs Nexus,chair,6500.0
198,Spectral Edge N200,headset,1250.0
199,Valhalla Gear P40,controller,4400.0
200,Comet 67J7802,notebook,135000.0
201,Hyperweave Tech Elit,mouse,1500.0
202,Spectral Edge Pro,chair,9000.0
203,Spectral Edge Cuddle 160,desk,1500.0
204,Paniramic View 22-inch,monitor,8000.0
205,SpectraMax Pro 49-inch,monitor,8000.0
206, NovaSight NS 43-inch,monitor,5500.0
207,Mnemonic Gear F20 140,desk,8500.0
208,Spectral Edge Whisper,keyboard,1000.0
209,Ragnarok Industries CTRL,keyboard,5000.0
210,Ragnarok Industries Throne,chair,4000.0
211,Havoc Labs Bifrost,keyboard,6500.0
212,BizLine 23P3835,notebook,35000.0
213,VisuGen VX 24-inch,monitor,18500.0
214,Valhalla Gear Wraith,keyboard,5000.0
215,Quantum Flux Premium,mouse,4000.0
216,Havoc Labs Gaming,chair,8000.0
217,Fractured Focus U8,mouse,3000.0
218,Wraithspire Bifrost,keyboard,4000.0
219,Renegade Collective P600,controller,2900.0
220,Spectral Edge K6,controller,2900.0
221,Fractured Focus Premium,mouse,3000.0
222,Apex Legion Pro,headset,1750.0
223,Valhalla Gear Premium,mouse,2500.0
224,Canvas Pro 34-inch,monitor,8500.0
225, NovaSight NS 34-inch,monitor,18000.0
226,Wraithspire Z80,chair,9000.0
227,Titanforged Elite,keyboard,6000.0
228,Apex Legion Kraken,mouse,4500.0
229,Quantum Flux L1400,headset,3250.0
230,Phantom Strike Audio,headset,2000.0
231,Renegade Collective Viper,mouse,5000.0
232,VividView 24-inch,monitor,3000.0
233,EdgeLight 10O8616,notebook,70000.0
234,ClarityPrime 43-inch,monitor,15000.0
235,Apex Legion Umbra,headset,4750.0
236,Tempestuous Tech T1300,headset,1500.0
237,VividView 55-inch,monitor,15000.0
238,SpectraMax 20D4775,notebook,120000.0
239,Fractured Focus W1300,controller,3600.0
240,Havoc Labs K6,controller,1800.0
241,Havoc Labs Pro 120,desk,6000.0
242,Hyperweave Tech Nexus 200,desk,1000.0
243,Wraithspire Kraken,mouse,1000.0
244,Hyperweave Tech Collective,chair,1500.0
245,Renegade Collective Collective,chair,6000.0
246,Wraithspire G600 200,desk,4500.0
247,Havoc Labs Aero,chair,9500.0
248,BizLine 62A4246,notebook,105000.0
249,Atlas 65F6117,notebook,130000.0
250,Valhalla Gear Pro,mouse,3000.0
251,Spectral Edge Y1400,controller,1300.0
252,Evo Pro 90R9120,notebook,110000.0
253,LuminaLite 55-inch,monitor,7500.0
254,TitanCore 27A6315,notebook,55000.0
255,LuminaLite 24-inch,monitor,16500.0
256,Wraithspire Gaming 160,desk,8000.0
257,Hyperweave Tech ANC,headset,2750.0
258,Strata X 87O3379,notebook,35000.0
259,Quantum Flux Audio,headset,2500.0
260,Tempestuous Tech F300,controller,1300.0
261,Cybernetic Forge Embrace,chair,3000.0
262,Hyperweave Tech Storm,keyboard,6000.0
263,VoltBook 87I4890,notebook,80000.0
264,Cybernetic Forge Q2,mouse,3500.0
265,SwiftX 55H2403,notebook,85000.0
266,Valhalla Gear V1300,headset,4750.0
267,Fractured Focus Collective,chair,5500.0
268,Apex Legion Premium,mouse,5000.0
269,Titanforged Gamming,mouse,1000.0
270,Havoc Labs Premium,chair,4500.0
271,Phantom Strike Basilisk,mouse,4500.0
272,StudioCraft 32Z2147,notebook,65000.0
273,ClarityPrime 49-inch,monitor,6500.0
274,Hyperweave Tech Audio,headset,1250.0
275,Quantum Flux Throne 140,desk,1500.0
276,Wraithspire Cuddle,chair,8000.0
277,Mnemonic Gear Pro,chair,1000.0
278,VersaFlex 80N1294,notebook,90000.0
279,Valhalla Gear Eclipse,keyboard,6500.0
280,Mnemonic Gear Bifrost,keyboard,4500.0
281,Aeris Lite 14H4660,notebook,120000.0
282,Apex Legion E200,controller,3500.0
283,Apex Legion Pro,mouse,4500.0
284,Apex Legion Pro,mouse,2000.0
285,Fractured Focus N500,controller,500.0
286,Spectral Edge Bifrost,keyboard,3000.0
287,Tempestuous Tech Leviathan,mouse,1000.0
288,Ragnarok Industries Premium,chair,2000.0
289,Phantom Strike Q6,controller,2500.0
290,Titanforged Leviathan,mouse,1000.0
291,Wraithspire X20,controller,1700.0
292,VisuGen VX 24-inch,monitor,10000.0
293,Havoc Labs U3,controller,3900.0
294,Fractured Focus Elite 100,desk,4000.0
295,Spectral Edge Elit,mouse,4000.0
296,Renegade Collective Whisper,keyboard,3000.0
297,Fractured Focus H800,controller,2100.0
298,VisuGen VX 32-inch,monitor,3000.0
299,Havoc Labs Elite,headset,4500.0
300,Cybernetic Forge Nexus,chair,1000.0
301,Quantum Flux ANC,headset,3250.0
302, NovaSight NS 34-inch,monitor,10000.0
303,Wraithspire I2,controller,600.0
304,Wraithspire Embrace,chair,1000.0
305,Phantom Strike S8,headset,1500.0
306,Tempestuous Tech Pro,mouse,5000.0
307,SwiftX 24U7265,notebook,120000.0
308,Apex Legion T1,keyboard,9500.0
309,Titanforged L40,controller,1300.0
310,Phantom Strike H20,controller,700.0
311,Renegade Collective M5,controller,1900.0
312,Phantom Strike Whisper,keyboard,3000.0
313,Valhalla Gear C7,keyboard,9500.0
314,Atlas 81T7408,notebook,55000.0
315,Wraithspire Lumbar 140,desk,1500.0
316,Wraithspire ANC,headset,4500.0
317,Canvas Pro 34-inch,monitor,6000.0
318,Renegade Collective Wireless,headset,4500.0
319,Tempestuous Tech Synapse,headset,3750.0
320,Spectral Edge Shift,keyboard,7500.0
321,Havoc Labs Pro,mouse,6500.0
322,Valhalla Gear Ghost,keyboard,4000.0
323,SwiftX 36S2500,notebook,70000.0
324,Valhalla Gear Elit,mouse,6500.0
325,Ragnarok Industries Nexus 170,desk,2500.0
326,Titanforged Cuddle,chair,7500.0
327,Havoc Labs Throne 180,desk,2500.0
328,Hyperweave Tech X7,headset,4500.0
329,Spectral Edge Nexus 220,desk,4000.0
330,Canvas Pro 22-inch,monitor,4500.0
331,Atlas 69K2481,notebook,115000.0
332,Apex Legion Y300,controller,4700.0
333,SpectraMax Pro 24-inch,monitor,11500.0
334,Valhalla Gear Throne,chair,1000.0
335,Titanforged Onslaught,keyboard,2000.0
336,Fractured Focus Collection 180,desk,5000.0
337,Titanforged Cuddle 180,desk,5000.0
338,Spectral Edge Economic,chair,2500.0
339,Cybernetic Forge Tempest,headset,4000.0
340,Aeris Lite 67P5909,notebook,130000.0
341,Havoc Labs Economic 170,desk,4500.0
342,Cybernetic Forge T80,controller,2700.0
343,Apex Legion Gaming 170,desk,500.0
344,Valhalla Gear Prime 220,desk,500.0
345,FlexView 55-inch,monitor,8500.0
346,Tempestuous Tech E1400,headset,3500.0
347,Wraithspire H80 100,desk,9500.0
348,Apex Gamer 50H6341,notebook,140000.0
349,Wraithspire V90,headset,3750.0
350,Phantom Strike Elite 170,desk,500.0
351,Phantom Strike Elite 160,desk,5500.0
352,Tempestuous Tech Elite,chair,500.0
353,Apex Legion Lumbar 240,desk,6500.0
354,Titanforged D3,mouse,6000.0
355,Hyperweave Tech Elit,mouse,6000.0
356,Quantum Flux ANC,headset,1750.0
357,Cybernetic Forge Audio,headset,1000.0
358,Paniramic View 43-inch,monitor,9000.0
359,Mnemonic Gear Premium,mouse,2000.0
360,SpectraMax Pro 34-inch,monitor,8500.0
361,Titanforged C1100,controller,1100.0
362,Wraithspire Viper,mouse,1000.0
363,Tempestuous Tech Onslaught,keyboard,5500.0
364,Cybernetic Forge Kinesis,keyboard,2000.0
365,Havoc Labs Shift,keyboard,6500.0
366,Tempestuous Tech Prime,chair,6000.0
367,Hyperweave Tech Elite,chair,5000.0
368,Strata X 58T5468,notebook,130000.0
369,Mnemonic Gear Cuddle,chair,4000.0
370,Wraithspire Nexus 140,desk,5500.0
371,Spectral Edge Collection 120,desk,9500.0
372,Spectral Edge P20,controller,3800.0
373,Phantom Strike G1200,controller,1300.0
374,Apex Legion U100,controller,4300.0
375,Fractured Focus Embrace,chair,8000.0
376,Spectral Edge Premium,mouse,1000.0
377,NovaFlight 97K2661,notebook,95000.0
378,Spectral Edge C300,headset,1000.0
379,TitanCore 46B9527,notebook,120000.0
380,NovaFlight 94G9144,notebook,125000.0
381,Cybernetic Forge Storm,keyboard,2000.0
382,Cybernetic Forge Onslaught,keyboard,9500.0
383,Hyperweave Tech Nexus,chair,3500.0
384,Muse 13E6806,notebook,90000.0
385,Cybernetic Forge Z6,controller,4900.0
386,Renegade Collective Cobra,mouse,3500.0
387,Spectral Edge Prime,chair,5500.0
388,Ragnarok Industries N70,controller,3400.0
389,Ragnarok Industries X1100,controller,3300.0
390,Cybernetic Forge Pro,mouse,1000.0
391,Quantum Flux K20,chair,6500.0
392,Spectral Edge Prime,chair,7500.0
393,Havoc Labs Y70,controller,800.0
394,Cybernetic Forge S800,headset,750.0
395,Mnemonic Gear M6,controller,4300.0
396,Phantom Strike Lumbar 100,desk,6000.0
397,Titanforged Audio,headset,1750.0
398,Cybernetic Forge S6 170,desk,4000.0
399,Mnemonic Gear Kraken,mouse,3500.0
400,Cybernetic Forge Surround,headset,2250.0
401,BizLine 49C9284,notebook,40000.0
402,VividView 27-inch,monitor,13500.0
403,Fractured Focus Pro,chair,8000.0
404,Phantom Strike H500,controller,2900.0
405,Quantum Flux Basilisk,mouse,2500.0
406,Titanforged Elit,mouse,5000.0
407,Valhalla Gear Bifrost,keyboard,9500.0
408,Hyperweave Tech Premium,chair,2000.0
409, NovaSight NS 27-inch,monitor,16000.0
410,Evo Pro 60X2343,notebook,75000.0
411,BizLine 25G3793,notebook,60000.0
412,Tempestuous Tech Bifrost,keyboard,7000.0
413,FocusZone 24-inch,monitor,10000.0
414,Valhalla Gear Elite 220,desk,1000.0
415,Valhalla Gear M700 200,desk,1000.0
416,Renegade Collective E20,chair,5500.0
417,SpectraMax 89Y2698,notebook,30000.0
418,VividView 49-inch,monitor,9500.0
419,FocusZone 32-inch,monitor,14000.0
420,Mnemonic Gear ANC,headset,1750.0
421,Valhalla Gear Elit,mouse,4500.0
422,Renegade Collective Nexus 170,desk,5500.0
423,Renegade Collective I300,controller,3900.0
424,Ragnarok Industries CTRL,keyboard,8500.0
425,Titanforged Premium,chair,6500.0
426,VersaFlex 11J9656,notebook,75000.0
427,Hyperweave Tech K2,chair,2500.0
428,Cybernetic Forge Aegis,headset,2250.0
429,VersaFlex 53J6571,notebook,75000.0
430,Spectral Edge M3,controller,4800.0
431,ChromeVision 24-inch,monitor,6000.0
432,Havoc Labs Leviathan,mouse,7000.0
433,FocusZone 43-inch,monitor,7500.0
434,Havoc Labs Cuddle,chair,5000.0
435,FocusZone 27-inch,monitor,5500.0
436,Wraithspire H700,controller,4100.0
437,Spectral Edge Collective 160,desk,1000.0
438,VersaFlex 57Y3044,notebook,100000.0
439,NovaFlight 93R7389,notebook,35000.0
440,Mnemonic Gear Shift,keyboard,9000.0
441,VividView 43-inch,monitor,10000.0
442,Quantum Flux F30,controller,4600.0
443,Renegade Collective C6,controller,2500.0
444,Titanforged C60,controller,3700.0
445,VisuGen VX 22-inch,monitor,17500.0
446,Tempestuous Tech P1,controller,600.0
447,Tempestuous Tech P7,controller,2800.0
448,Fractured Focus Nexus,chair,7000.0
449,Cybernetic Forge Collective 120,desk,6000.0
450,Tempestuous Tech Shadow,mouse,7500.0
451,Quantum Flux Eclipse,keyboard,7500.0
452,Quantum Flux Shadow,mouse,7000.0
453,Havoc Labs Prime,chair,7500.0
454,Fractured Focus Q-Link,headset,1000.0
455,Titanforged L4,keyboard,7000.0
456,Havoc Labs Y30,headset,3250.0
457,Cybernetic Forge Eecall,headset,3000.0
458,Strata X 77D4789,notebook,90000.0
459,Havoc Labs Collection 170,desk,7500.0
460,Phantom Strike Umbra,headset,4000.0
461,LuminaLite 22-inch,monitor,17000.0
462,Apex Legion Throne 220,desk,2000.0
463,Ragnarok Industries Premium 180,desk,7000.0
464,VividView 32-inch,monitor,16000.0
465,Quantum Flux Lumbar,chair,6000.0
466,StudioCraft 21G4753,notebook,140000.0
467,Hyperweave Tech Shift,keyboard,2500.0
468,Spectral Edge Y4 120,desk,500.0
469,Wraithspire Echelon,headset,2000.0
470,Titanforged M1100,controller,1700.0
471,Ragnarok Industries B1000,chair,4500.0
472,Fractured Focus K6,controller,4200.0
473,Titanforged Lumbar 240,desk,1500.0
474,Phantom Strike Gaming,chair,7500.0
475,Quantum Flux Embrace 120,desk,9000.0
476,Titanforged Elit,mouse,6000.0
477,Cybernetic Forge CTRL,keyboard,9000.0
478,Mnemonic Gear Y200,chair,9500.0
479,Cybernetic Forge Pro,chair,9500.0
480,Havoc Labs T30,controller,1600.0
481,Wraithspire Q20,controller,1600.0
482,VisuGen VX 27-inch,monitor,13000.0
483,Hyperweave Tech Eclipse,keyboard,2500.0
484,Titanforged Viper,mouse,2500.0
485,Valhalla Gear D1,controller,1400.0
486,Apex Legion Premium,chair,8500.0
487,EdgeLight 90S2796,notebook,75000.0
488,Titanforged Shadow,mouse,1000.0
489,VoltBook 15P9927,notebook,120000.0
490,Wraithspire T200,chair,1000.0
491,VersaFlex 17M5133,notebook,105000.0
492,Spectral Edge Pro,headset,1000.0
493,Quantum Flux Elite,headset,4250.0
494,Fractured Focus Economic,chair,3500.0
495,Mnemonic Gear T1100,controller,500.0
496,Quantum Flux C8,chair,6000.0
497,Cybernetic Forge A1,controller,1500.0
498,Phantom Strike Aero 120,desk,4500.0
499,Tempestuous Tech Gaming,chair,3000.0
500,Apex Legion Cobra,mouse,6500.0
501,Fractured Focus Synapse,headset,3000.0
502,Renegade Collective Prime,chair,2500.0
503,Wraithspire Synapse,headset,4500.0
504,Nimbus Touch 94H2428,notebook,35000.0
505,Tempestuous Tech Premium,mouse,7000.0
506,Quantum Flux E1100,controller,3200.0
507,Spectral Edge Shadow,mouse,2500.0
508,Havoc Labs H20,controller,1500.0
509,StudioCraft 70Q3162,notebook,35000.0
510,Havoc Labs H1100,controller,4600.0
511,Quantum Flux D1400,controller,600.0
512,Havoc Labs Shadow,mouse,5000.0
513,Zenith Z-Curve 34-inch,monitor,8000.0
514,SpectraMax Pro 34-inch,monitor,7000.0
515,Tempestuous Tech F300 140,desk,6500.0
516,Hyperweave Tech Kraken,mouse,3000.0
517,Renegade Collective Aegis,headset,1250.0
518,Valhalla Gear K30,controller,1800.0
519,Renegade Collective F8,controller,2000.0
520,Phantom Strike V700,controller,4300.0
521,Mnemonic Gear Echelon,headset,2750.0
522,Tempestuous Tech V6,keyboard,1500.0
523,Ragnarok Industries Nexus,chair,2000.0
524,ClarityPrime 22-inch,monitor,6000.0
525,Havoc Labs Eclipse,keyboard,9500.0
526,Tempestuous Tech M3,controller,500.0
527,Hyperweave Tech Wireless,headset,1250.0
528,Havoc Labs Basilisk,mouse,6500.0
529,Wraithspire Nexus 170,desk,3000.0
530,Havoc Labs Throne 170,desk,6000.0
531,VisuGen VX 32-inch,monitor,12500.0
532,Cybernetic Forge Echelon,headset,4000.0
533,Havoc Labs H80,controller,4600.0
534,Havoc Labs X8,controller,2400.0
535,Renegade Collective Aero 100,desk,2500.0
536,Ragnarok Industries Lumbar,chair,9000.0
537,Phantom Strike H6,keyboard,9500.0
538,Renegade Collective Nexus 100,desk,3000.0
539,Cybernetic Forge Shift,keyboard,4000.0
540,Mnemonic Gear Collective 240,desk,5500.0
541,Cybernetic Forge D5,chair,5500.0
542,BizLine 73W9302,notebook,125000.0
543,Renegade Collective Leviathan,mouse,4000.0
544,Tempestuous Tech Y6,controller,900.0
545,Fractured Focus Throne 220,desk,500.0
546,Titanforged Pro,mouse,4500.0
547,Aeris Lite 86B4543,notebook,70000.0
548,Apex Gamer 75F5455,notebook,110000.0
549,Wraithspire G8,controller,4700.0
550,Cybernetic Forge Synapse,headset,4000.0
551,Spectral Edge Kinesis,keyboard,7500.0
552,Valhalla Gear L1100,controller,4900.0
553,Spectral Edge Throne,chair,6500.0
554, NovaSight NS 55-inch,monitor,13500.0
555,Havoc Labs Eecall,headset,3500.0
556,Cybernetic Forge Premium,mouse,1500.0
557,Muse 29C3538,notebook,80000.0
558,Apex Legion Economic,chair,2000.0
559,Apex Legion Prime 170,desk,9500.0
560,Apex Legion Viper,mouse,7000.0
561,Spectral Edge Premium 220,desk,4500.0
562,Wraithspire Premium,mouse,4500.0
563,Spectral Edge Lumbar,chair,8000.0
564,NovaFlight 1M6171,notebook,40000.0
565,Quantum Flux Collective,chair,6500.0
566,Havoc Labs Lumbar,chair,6500.0
567,VividView 55-inch,monitor,7500.0
568,Apex Legion Echelon,headset,750.0
569,Mnemonic Gear A4,controller,1100.0
570,VividView 32-inch,monitor,16500.0
571,Apex Legion K20,controller,3900.0
572,Titanforged Ghost,keyboard,5500.0
573,Mnemonic Gear P800,controller,1800.0
574,Cybernetic Forge TKL,keyboard,4000.0
575,Tempestuous Tech Pro,mouse,1500.0
576,SpectraMax 7X5999,notebook,35000.0
577,Fractured Focus Pro,mouse,2500.0
578,VisuGen VX 27-inch,monitor,7500.0
579,Titanforged Cobra,mouse,6500.0
580,Tempestuous Tech Onslaught,keyboard,9000.0
581,Phantom Strike G7,controller,2500.0
582,Havoc Labs I1,controller,2800.0
583,Ragnarok Industries Premium 160,desk,7000.0
584,Mnemonic Gear Economic,chair,5500.0
585,Quantum Flux Throne 160,desk,8000.0
586,Tempestuous Tech Viper,mouse,7000.0
587,Titanforged Q-Link,headset,500.0
588,Apex Legion Collection 240,desk,7500.0
589,Hyperweave Tech T30,controller,3500.0
590,StudioCraft 43H8294,notebook,70000.0
591,Renegade Collective Tempest,headset,3750.0
592,VisuGen VX 43-inch,monitor,8000.0
593,Spectral Edge Throne,chair,7000.0
594,Fractured Focus Gaming,chair,9500.0
595,Wraithspire K900,headset,3750.0
596,EdgeLight 78V4942,notebook,135000.0
597,Titanforged M7,mouse,6500.0
598,Hyperweave Tech Surround,headset,3250.0
599,ClarityPrime 49-inch,monitor,14000.0
600,Fractured Focus Pro 180,desk,4500.0
601,Mnemonic Gear T200,chair,7000.0
602,Phantom Strike Kraken,mouse,7000.0
603,Wraithspire F8,controller,2300.0
604,Titanforged D8,mouse,2500.0
605,Lumina Canvas 6P6118,notebook,85000.0
606,Ragnarok Industries V1300,controller,2800.0
607,Phantom Strike Eecall,headset,750.0
608,Tempestuous Tech Ghost,keyboard,6000.0
609,Wraithspire Collection 200,desk,6000.0
610,Cybernetic Forge X4,controller,1800.0
611,Hyperweave Tech S50,controller,3200.0
612,Renegade Collective CTRL,keyboard,9500.0
613,Valhalla Gear Shift,keyboard,2500.0
614,Havoc Labs Leviathan,mouse,2500.0
615,Havoc Labs A70,controller,4100.0
616,Renegade Collective Lumbar,chair,2000.0
617,VividView 49-inch,monitor,4500.0
618,Spectral Edge R100,controller,700.0
619,Renegade Collective P1200,controller,2500.0
620,Wraithspire Ghost,keyboard,4000.0
621,Strata X 4G9891,notebook,30000.0
622,Fractured Focus Leviathan,mouse,4500.0
623,Tempestuous Tech Ghost,keyboard,1000.0
